myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,actualObjVal,optimalObjVal,worstObjVal,Balance Metric
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,70957.01124915507,52988.77823000688,-1,1.3390950616188975
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,72844.41046050725,64852.19010588544,-1,1.1232374780475483
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,6103.30578660394,3412.41609799745,-1,1.7885584908612882
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,18849.04747760324,10205.45247758829,-1,1.8469585272002433
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,16469.299478260855,37875.90399999995,-1,0.4348226111835481
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Time,56899.37701069223,54991.19998803017,-1,1.0346996796391776
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tarpaulin4x6,110646,Cost,153875.57794421396,134098.20633153003,-1,1.147484236766551
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tarpaulin4x6,110646,Time,185695.33825793257,123357.74517344034,-1,1.505339920056867
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,SleepingMats,52585,Cost,105379.7834365785,102888.49861618532,-1,1.0242134432302703
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,SleepingMats,52585,Time,273471.4237500706,179815.62049160743,-1,1.520843534072627
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,JerryCanGen,143576,Cost,9133.336175772703,5814.056394140292,-1,1.5709060174959197
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,JerryCanGen,143576,Time,166853.0548760177,116309.61209640696,-1,1.4345594647635205
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,39,MosquitoNetGen,106266,Cost,20510.453679036305,7321.561859587231,-1,2.8013768198787696
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,39,MosquitoNetGen,106266,Time,160833.22926782144,62610.71989069443,-1,2.568781025810702
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tent,3927,Cost,0.0,0.0,-1,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tent,3927,Time,34653.581336630574,23899.96549735748,-1,1.4499427348678424
