myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,disasterID,warehouseID,disasterLocation,transMode,numUnitsMoved,timeHours,costPerTon,distKm
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1997-0039,"Auckland, New Zealand","Suva, Fiji",Air,698.0,503.5479015062514,7075.776493538488,2128.7409037508164
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1993-0002,XDummy,"Suva, Fiji",Air,783.5999999999985,1000000.0,1000000.0,1000000.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2013-0029,"Brisbane, Australia","Honiara, Solomon Islands",Air,663.8,503.5368322949609,7067.740246141624,2122.099376976549
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1983-0113,"Auckland, New Zealand","Apia, Samoa",Air,198.0,504.83721416451675,8011.817483439145,2902.3284987100374
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1988-0676,"Brisbane, Australia","Port Vila, Vanuatu",Air,398.0,503.1547320811884,6790.335490942769,1892.8392487130322
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2010-0003,"Brisbane, Australia","Honiara, Solomon Islands",Air,223.2,503.5368322949609,7067.740246141624,2122.099376976549
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1946-0003,"Auckland, New Zealand","Nuku'alofa, Tonga",Air,498.0,503.35222965570733,6933.718730043505,2011.3377934243847
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2010-0078,"Auckland, New Zealand","Avarua District, Cook Islands",Air,438.4,505.0215265510942,8145.628276094417,3012.915930656543
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2010-0120,"Brisbane, Australia","Honiara, Solomon Islands",Air,116.0,503.5368322949609,7067.740246141624,2122.099376976549
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1993-0134,"Auckland, New Zealand","Mata'utu, Wallis and Futuna",Air,2.0,504.64569312227906,7872.773206774598,2787.4158733674367
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2008-0583,"Brisbane, Australia","Majuro Atoll, RMI",Air,118.0,507.17455322077865,9708.7256382853,4304.73193246719
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1986-0142,"Auckland, New Zealand","Mata'utu, Wallis and Futuna",Air,898.0,504.64569312227906,7872.773206774598,2787.4158733674367
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:2007-0108,"Auckland, New Zealand","Suva, Fiji",Air,178.0,503.5479015062514,7075.776493538488,2128.7409037508164
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1983-0047,XDummy,"Suva, Fiji",Air,8785.800000000003,1000000.0,1000000.0,1000000.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1990-0003,XDummy,"Apia, Samoa",Truck,7783.0,1000000.0,1000000.0,1000000.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1960-0008,"Auckland, New Zealand","Alofi, Niue",Air,798.0,504.1480572925128,7511.489594364306,2488.834375507691
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1979-0033,"Auckland, New Zealand","Suva, Fiji",Air,7178.0,503.5479015062514,7075.776493538488,2128.7409037508164
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,EmDat:1973-0052,"Auckland, New Zealand","Suva, Fiji",Air,998.0,503.5479015062514,7075.776493538488,2128.7409037508164
