myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,actualObjVal,optimalObjVal,worstObjVal,Balance Metric
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,3108465.1229811134,102697.49527897463,-1,30.268168805227774
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Time,52480.81521018924,72539.76022776899,-1,0.7234765464530262
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Cost,5936.93596815556,3314.1669375380598,-1,1.7913810860676485
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,16397.340073516923,10100.79654930964,-1,1.6233709879519647
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,5288895.055266551,190220.0601291746,-1,27.804086759683432
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,46772.39481300756,61012.54539450039,-1,0.7666029094591243
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tarpaulin4x6,70966,Cost,2768128.9242377314,176174.59110955574,-1,15.712418611573643
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tarpaulin4x6,70966,Time,125785.49714838107,149511.15548733613,-1,0.8413117853199336
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,SleepingMats,52585,Cost,259093.22873265823,87670.84116075971,-1,2.955295344517914
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,SleepingMats,52585,Time,229568.06237819363,215079.14704927598,-1,1.0673655048738473
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,JerryCanGen,97626,Cost,167397.8050469094,6396.130456438135,-1,26.1717308901658
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,JerryCanGen,97626,Time,106685.56937821196,130696.99992840167,-1,0.8162817007014296
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,39,MosquitoNetGen,56466,Cost,507268.8682879913,13629.126395808753,-1,37.21947053336194
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,39,MosquitoNetGen,56466,Time,95440.94212771031,117165.10346059928,-1,0.8145850539851577
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tent,1330,Cost,12423860.80405555,241493.89866163375,-1,51.44585794052688
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,Tent,1330,Time,9636.34221450966,14371.08155965159,-1,0.6705370207833006
