myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,myFracServed,myFractionOfDisastersUsingDummy,myItemDemandMetWeighted,myWeightedDemand,myPeopleServedPerItemShipped,myPeopleServedPerItemAll,bigMCostDummy,objVal,objValPerUnitShipped,dualTotInv,dualTotInvAdj,compareObjVal_Cost,compareObjVal_Time,compareObjVal_pureKM
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Optimal,0.9382652377715613,0.028985507246376812,3208.7637681159545,3419.889855072477,4.999999999844175,4.999999999853793,1000000.0,102697.49527897463,32.00531503634921,-28984.570612988948,0.9366333878642763,102697.49527897465,72539.76022776897,5049192.57053178
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,0.9382652377715612,0.028985507246376812,3208.7637681159495,3419.889855072472,4.999999999844183,4.9999999998538005,1000000.0,3108465.1229811134,968.7422781856574,,,3108465.122981113,605366973.568835,6048560.249549735
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Time,Optimal,0.9382652377715613,0.028985507246376812,3208.7637681159545,3419.889855072477,4.999999999844175,4.999999999853793,1000000.0,72539.76022776899,22.606762438015338,-28984.849172740272,0.6580736365394841,102697.49527897465,72539.76022776897,5049192.57053178
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Time,Actual,0.7612669956094326,0.06521739130434782,2603.449275362326,3419.889855072473,4.999999999807951,4.9999999998538,1000000.0,52480.81521018924,20.158186182010247,,,81892.65921298631,52480.81521018919,5116013.244223705
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Cost,Optimal,0.999999999898937,0.0,989.4807052356931,989.4807052356931,19.49106222688499,19.49106222688499,1000000.0,3314.1669375380598,3.349400265883597,0.0,0.0,3314.166937538061,10100.796549309642,59467.14636152332
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Cost,Actual,0.999999999898937,0.0,989.4807052356928,989.4807052356928,19.491062226884996,19.491062226884996,1000000.0,5936.93596815556,6.000052286154873,,,5936.93596815556,16397.34007351693,1108427.5769251636
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,Optimal,0.999999999898937,0.0,989.4807052356931,989.4807052356931,19.49106222688499,19.49106222688499,1000000.0,10100.79654930964,10.208179396366122,0.0,0.0,3314.166937538061,10100.796549309642,59467.14636152332
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,Actual,0.999999999898937,0.0,989.4807052356928,989.4807052356928,19.491062226884996,19.491062226884996,1000000.0,16397.340073516923,16.57166227203383,,,5936.93596815556,16397.34007351693,1108427.5769251636
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,0.7887935198970615,0.057971014492753624,2697.586956521748,3419.889855072475,4.999999999814651,4.999999999853798,1000000.0,190220.0601291746,70.5148946773496,-57967.063292254476,3.951200499148399,190220.0601291745,61012.545394500376,4266985.409701095
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,0.7887935198970615,0.057971014492753624,2697.586956521748,3419.889855072475,4.999999999814651,4.999999999853798,1000000.0,5288895.055266551,1960.6022494599986,,,5288895.055266552,466235178.19191605,5398146.308240114
