Agency,NameCity,depotGglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,Order,disasterGglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,Distance_km,DrivingTime_h
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Boston , United States",United States,42.3600825,-71.0588801,704.0,7.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Hartford , United States",United States,41.7637111,-72.6850932,546.0,5.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Providence , United States",United States,41.8239891,-71.4128343,651.0,6.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Lincoln , United States",United States,40.8257625,-96.6851982,1934.0,18.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Little Rock , United States",United States,34.7464809,-92.2895948,1630.0,15.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Augusta , United States",United States,33.4734978,-82.0105148,894.0,8.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Columbia , United States",United States,34.0007104,-81.0348144,780.0,7.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Lansing , United States",United States,42.732535,-84.5555347,946.0,8.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Cheyenne , United States",United States,41.1399814,-104.8202462,2646.0,24.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Indianapolis , United States",United States,39.768403,-86.158068,928.0,9.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Salt Lake City , United States",United States,40.7607793,-111.8910474,3350.0,30.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"None , United States",United States,34.1657949,-118.3462545,4300.0,38.0
FEMA,Washington D.C.,United States,"Washington D.C. , United States",38.9071923,-77.0368707,3,"Santa Fe , United States",United States,35.6869752,-105.937799,3017.0,27.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Sacramento , United States",United States,38.5815719,-121.4943996,4487.0,40.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Carson City , United States",United States,39.1637984,-119.7674034,4321.0,39.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Olympia , United States",United States,47.0378741,-122.9006951,4606.0,42.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Salem , United States",United States,42.51954,-70.8967155,527.0,5.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Austin , United States",United States,30.267153,-97.7430608,2674.0,24.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Helena , United States",United States,46.5883707,-112.0245054,3543.0,32.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Montgomery , United States",United States,32.3668052,-86.2999689,1512.0,14.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Phoenix , United States",United States,33.4483771,-112.0740373,3770.0,34.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Tallahassee , United States",United States,30.4382559,-84.2807329,1620.0,14.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Raleigh , United States",United States,35.7795897,-78.6381787,672.0,6.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Springfield , United States",United States,42.1014831,-72.589811,379.0,3.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Charleston , United States",United States,32.7764749,-79.9310512,1081.0,10.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Bismarck , United States",United States,46.8083268,-100.7837392,2561.0,23.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Jefferson City , United States",United States,38.5767017,-92.1735164,1626.0,15.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Albany , United States",United States,42.6525793,-73.7562317,377.0,3.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Juneau , United States",United States,58.3019444,-134.4197221,6072.0,67.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Harrisburg , United States",United States,40.2731911,-76.8867008,171.0,1.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Pierre , United States",United States,44.3683156,-100.3509665,2489.0,22.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Annapolis , United States",United States,38.9784453,-76.4921829,206.0,2.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Concord , United States",United States,43.2081366,-71.5375718,578.0,5.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Trenton , United States",United States,40.2170534,-74.7429384,53.0,0.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Honolulu , United States",United States,21.3069444,-157.8583333,1000000.0,1000000.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Madison , United States",United States,43.0730517,-89.4012302,1456.0,13.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Nashville , United States",United States,36.1626638,-86.7816016,1294.0,12.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Des Moines , United States",United States,41.6005448,-93.6091064,1731.0,16.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Atlanta , United States",United States,33.7489954,-84.3879824,1254.0,11.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Saint Paul , United States",United States,44.9537029,-93.0899578,1864.0,17.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Columbus , United States",United States,39.9611755,-82.9987942,754.0,7.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Oklahoma City , United States",United States,35.4675602,-97.5164276,2226.0,20.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Frankfort , United States",United States,38.2009055,-84.8732835,1066.0,9.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Topeka , United States",United States,39.0558235,-95.6890185,1913.0,17.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Denver , United States",United States,39.7392358,-104.990251,2782.0,25.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Jackson , United States",United States,32.2987573,-90.1848103,1798.0,16.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Washington D.C. , United States",United States,38.9071923,-77.0368707,223.0,2.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Baton Rouge , United States",United States,30.4582829,-91.1403196,2060.0,18.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Richmond , United States",United States,37.5407246,-77.4360481,400.0,4.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Boston , United States",United States,42.3600825,-71.0588801,498.0,5.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Hartford , United States",United States,41.7637111,-72.6850932,339.0,3.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Providence , United States",United States,41.8239891,-71.4128343,445.0,4.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Lincoln , United States",United States,40.8257625,-96.6851982,2030.0,18.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Little Rock , United States",United States,34.7464809,-92.2895948,1853.0,17.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Augusta , United States",United States,33.4734978,-82.0105148,1109.0,10.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Columbia , United States",United States,34.0007104,-81.0348144,995.0,9.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Lansing , United States",United States,42.732535,-84.5555347,1042.0,9.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Cheyenne , United States",United States,41.1399814,-104.8202462,2742.0,25.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Indianapolis , United States",United States,39.768403,-86.158068,1036.0,9.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Salt Lake City , United States",United States,40.7607793,-111.8910474,3446.0,31.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"None , United States",United States,34.1657949,-118.3462545,4369.0,39.0
FEMA,Philadelphia,United States,"Philadelphia , United States",39.9525839,-75.1652215,4,"Santa Fe , United States",United States,35.6869752,-105.937799,3086.0,28.0
