Agency,NameCity,gglCountryAscii,gglAddressAscii,gglLat,gglLong,gglCountryAscii,gglAddressAscii,gglLat,gglLong,drivingTime_hrs,distance_km
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Maewo island,-15.136524,168.120766,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Malekula island,-16.283095,167.523529,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Malo island,-15.656333,167.172131,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Merelava island,-14.460985,168.047862,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Paama Island,-16.468264,168.236045,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Pentecost island,-15.702834,168.182135,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Santo island,-15.263325,166.913032,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Shepherd islands,-17.074649,168.365189,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Tanna island,-19.505233,169.353938,0,34
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Torres islands,-13.244451,166.618161,1000000.0,1000000.0
ADRA ,Tanna,Vanuatu,"Tanna, Vanuatu - ADRA ",-19.574483,169.293456,Vanuatu,Vanua lava island,-13.835597,167.445095,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Ambae island,-15.366142,167.814572,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Ambrym Island,-16.236908,168.157187,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Aneityum island,-20.195206,169.807476,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Aniwa islands,-19.25135,169.599552,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Efate island,-17.640498,168.428964,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Epi island,-16.733147,168.271542,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Erromango island,-18.804354,169.151661,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Gaua Island,-14.273755,167.515452,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Maewo island,-15.136524,168.120766,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Malekula island,-16.283095,167.523529,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Malo island,-15.656333,167.172131,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Merelava island,-14.460985,168.047862,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Paama Island,-16.468264,168.236045,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Pentecost island,-15.702834,168.182135,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Santo island,-15.263325,166.913032,1,61
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Shepherd islands,-17.074649,168.365189,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Tanna island,-19.505233,169.353938,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Torres islands,-13.244451,166.618161,1000000.0,1000000.0
ADRA ,Santo (Sarakata),Vanuatu,"Santo (Sarakata), Vanuatu - ADRA ",-15.510339,167.171469,Vanuatu,Vanua lava island,-13.835597,167.445095,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Ambae island,-15.366142,167.814572,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Ambrym Island,-16.236908,168.157187,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Aneityum island,-20.195206,169.807476,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Aniwa islands,-19.25135,169.599552,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Efate island,-17.640498,168.428964,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Epi island,-16.733147,168.271542,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Erromango island,-18.804354,169.151661,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Gaua Island,-14.273755,167.515452,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Maewo island,-15.136524,168.120766,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Malekula island,-16.283095,167.523529,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Malo island,-15.656333,167.172131,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Merelava island,-14.460985,168.047862,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Paama Island,-16.468264,168.236045,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Pentecost island,-15.702834,168.182135,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Santo island,-15.263325,166.913032,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Shepherd islands,-17.074649,168.365189,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Tanna island,-19.505233,169.353938,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Torres islands,-13.244451,166.618161,1000000.0,1000000.0
CARITAS,Port Vila,Vanuatu,"Port Vila, Vanuatu - CARITAS",-17.734522,168.316375,Vanuatu,Vanua lava island,-13.835597,167.445095,1000000.0,1000000.0
